"ra_number","date_of_survey","check_out_day","check_in_day","primary_rental_purpose","vehicle_model_description","overall_satisfaction","mechanical_condition_of_vehicle","cleanliness_of_the_vehicle","vehicle_selection_choice","ease_of_pick_up","ease_of_return","would_you_recommend","recommend_comment"
"912393156",2019-07-19,2019-07-16,2019-07-18,"Business","SIR GR CRVN2W3N",3,8,8,1,2,9,3,"There was only one car left in the Five Star lot and it was a van."
"913697934",2019-07-19,2019-07-18,2019-07-18,"Business","SIR SOUL 5D N",4,8,2,0,0,10,6,"There were no cars available in Phoenix the morning of 7/18. A clerk in the garage kiosk said 'the fact that you have a reservation does not guarantee we will have cars available for you.' Everyone waiting for a car was told to just go by President's Circle and take the first available car. It was chaotic and unpleasant. Something I never expected from Hertz."
"911837334",2019-07-19,2019-07-15,2019-07-18,"Business","SIR GR CRVN2W3N",4,8,6,0,10,9,3,"The only options available in the Five Star section were mini-vans - we would have far preferred something else (esp within the Five Star section)"
"837044191",2019-07-19,2019-07-10,2019-07-17,"Leisure","SIR YUKONXL4X4N",10,10,10,10,10,10,10,"The car we rented was fantastic the process was smooth and the vehicle was a little pricey but we enjoyed it."
"836550234",2019-07-19,2019-07-09,2019-07-14,"Leisure","SIRSORENTOFWD3N",8,9,9,9,9,9,9,"Appreciated the professionalism and courtesy of the counter agent upon picking up my vehicle at airport. Agent was not fast talking or pushy like agents from other rental agencies that I avoid should I name names?) Vehicle was clean and as promised. Returning vehicle was a breeze and I again appreciated the professionalism of your agent, who wished a a safe trip home."
"836109326",2019-07-19,2019-07-09,2019-07-18,"Leisure","SIRMALIBU 1.5 N",10,9,10,9,10,10,10,"Ease of renting via Gold Service"
"911449556",2019-07-19,2019-07-15,2019-07-18,"Leisure","YARIS 5D N",10,10,10,10,5,10,8,"I have not rented a car in over five years, and that was in Phoenix at Hertz. Your company is not the same. Bottom line mentality has taken its toll."
"913254742",2019-07-19,2019-07-17,2019-07-18,"Business","SIR 300 3.6 RWN",10,10,10,10,10,4,7,"Rental pick up was easy, but waiting for the bus after the return in that heat is brutal. Plus Terminal 4 bus can be slow to arrive and picks up in two spots!! Those at the second stop have to wait even longer if full."
"836207282",2019-07-19,2019-07-09,2019-07-15,"Leisure","SIR ROGUE FWD N",,,,,,,,
"910920275",2019-07-19,2019-07-15,2019-07-18,"Business","SIR 300 3.6 AWN",10,10,10,8,1,10,9,"I am usually very pleased Hertz but had a small issue this time that was disappointed. It was after midnight and when I selected my five star vehicle I was told at that gate it was 'on hold' and sent back to locate a different one. Very inconvenient and added about 45 minutes to my checkout as there was a long line when I returned with second car."
"838371962",2019-07-19,2019-07-12,2019-07-16,"Leisure","SIRPATHF3.5 7PN",10,10,10,7,10,10,10,"The attendant at the counter was very helpful in adapting the reservation to meet our needs and expectations. The most important thing is that he took to listen to my needs and made efforts to meet them. He explained"
"910145316",2019-07-19,2019-07-13,2019-07-18,"Leisure","SIRWRANGL4D4W3N",7,7,5,10,10,10,7,"Excellent customer service. Larson at desk was very friendly and helpful. Only thing bad was the car was not cleaned inside. Someone had a dog in the back of the jeep and there was muddy dog prints along with dog nose smudges all over the windos in the back."
"910633286",2019-07-19,2019-07-14,2019-07-19,"Business","SIR OPTIMA 4CYN",0,0,0,0,0,0,0,"Poor service, car was dirty when I got it, told the girl at check out, smelled like smoke. Now I am being charged $300 for smoke cleaning. I am a gold member. Thisnis the second consecutive bad experience"
"838392391",2019-07-19,2019-07-12,2019-07-17,"Leisure","SIR GR CRVN2W3N",9,10,10,6,9,10,6,"We had reserved a van that should have held our family as well as the bags. This didn't work, so when we went back to the desk to get a van that would work, we were charged an additional $300."
"911570041",2019-07-19,2019-07-15,2019-07-18,"Business","SIRRAM15004WCCN",9,9,5,9,9,10,9,"good service, quality cars, although, they were VERY dusty, because of recent storms"
"910459760",2019-07-19,2019-07-14,2019-07-18,"Business","SIREQUINOXFWD2N",10,10,10,10,10,10,10,"Excellent customer service, good value, easy to pick up and drop off. It does take a while to shuttle from airport to rental center and back. Add 20 minutes to your estimated arrival in time for flight."
"910200163",2019-07-18,2019-07-13,2019-07-14,"Leisure","SIRCAMARO SS SN",9,10,10,9,10,10,10,"Great service, great car and great price."
"910908983",2019-07-18,2019-07-14,2019-07-17,"Business","SENTRA 1.8 N",3,9,9,0,9,9,6,"I reserved a full size car and only mid size cars, other than SUV's were in the gold row for pick up. This is the second time this occurred at this location."
"837822650",2019-07-18,2019-07-11,2019-07-14,"Both Business and Leisure","SIRMALIBU 1.5 N",8,8,7,7,10,10,10,"Quick and efficient process for rental."
"837397676",2019-07-18,2019-07-11,2019-07-14,"Leisure","SIR FLEX FWD N",10,10,10,8,10,10,8,"Fast convenient great selection. A bit more expensive than others"
"836996834",2019-07-18,2019-07-10,2019-07-14,"Business","SIR A220 SUN N",10,10,10,10,9,9,10,"Excellent service and upgraded my vehicle"
"838381994",2019-07-18,2019-07-12,2019-07-14,"Both Business and Leisure","HGHLANDERFW8P3N",,,,,,,,
"910099816",2019-07-18,2019-07-13,2019-07-17,"Leisure","SIR SOUL 5D N",9,9,7,8,9,9,9,"Easy rental, good car choice."
"836842716",2019-07-18,2019-07-10,2019-07-17,"Leisure","RAV4 FWD FT N",,,,,,,,
"831058561",2019-07-18,2019-07-01,2019-07-14,"Leisure","SORENTO 4W7P6CN",,,,,,,,
"912567434",2019-07-18,2019-07-16,2019-07-17,"Leisure","SIR SOUL 5D N",10,10,10,3,3,3,5,"Drop off at Mesa gateway airport was very impersonal!"
"832558985",2019-07-18,2019-07-03,2019-07-14,"Leisure","SIREQUINOXAWD1N",6,8,7,9,10,10,7,"Vehicle had horrible odor with the ac on for the 1st 10 minutes of driving and cup holder was filled with something super sticky that melted in it."
"836351434",2019-07-18,2019-07-09,2019-07-14,"Both Business and Leisure","SIR ENCOREAWDSN",10,10,10,10,10,10,10,"Got my car painlessly."
"911799081",2019-07-18,2019-07-15,2019-07-17,"Business","SIRRAM15004WCCN",8,8,7,4,1,1,7,"Lack of available help. No one was out in the lot to help me."
"912502916",2019-07-18,2019-07-16,2019-07-17,"Business","SIRRAM15004WCCN",,,,,,,,
"911091554",2019-07-18,2019-07-15,2019-07-17,"Business","COROLLA N",8,9,9,5,4,9,8,"I am 6'5' and request a full size car because I need the headroom and legroom. With the current shift to Gold as 'pick your car' I am having difficulties. Most people seem to be picking the full size cars so i generally can't find any when I get there (or at least any I recognize as full size). I spent 30 minutes trying to find a car from what was left that I comfortably fit in, and that seems to be the norm.with the way Gold works.for me."
"913097146",2019-07-18,2019-07-17,2019-07-17,"Business","SIR ROGUESPORTN",10,10,10,8,10,9,9,"The Phoenix Hertz Gold staff went out of their way to give me the car of my choice at a time when there was a shortage of cars and made entire experience very smooth"
"837706284",2019-07-18,2019-07-11,2019-07-14,"Leisure","SIR PILOT FWD N",,,,,,,,
"910880902",2019-07-18,2019-07-14,2019-07-16,"Business","SIR ACCENT HB N",3,9,9,7,9,9,8,"The parking lot was very dark, the checkout was ok, I did go thru the clear lane (wasn't marked but I do have clear). The gentleman wasn't very friendly."
"911475375",2019-07-18,2019-07-15,2019-07-17,"Business","SIR QX804WSUN N",,,,,,,,
"910806691",2019-07-18,2019-07-14,2019-07-17,"Leisure","SIR EXPLORER 3N",10,10,10,10,9,9,10,"The gentleman who checked us in upon arrival was extremely helpful. Went out of his way to assist us with our luggage and car retrieval as we had our hands full with two small children."
"836603062",2019-07-18,2019-07-10,2019-07-14,"Leisure","SIR QX60 AWD SN",,,,,,,,
"832094255",2019-07-18,2019-07-03,2019-07-10,"Leisure","EXPLFWD 7P 3.5N",8,9,10,10,10,7,6,"Nice vehicle but no one avail at 4:00 a.m. for drop off. Will use Hertz again."
"910604111",2019-07-18,2019-07-14,2019-07-17,"Leisure","SIR ALTIMA N",,,,,,,,
"837222282",2019-07-18,2019-07-10,2019-07-14,"Leisure","SIR PACIFICA N",9,9,9,9,9,9,1,"the rental was fine.. at this time I am looking for a new place to rent from. it is impossible to actually call and talk to someone if you have a issue or question. Because you have zero customer service I most likely will not use you again. I was very frustrated using your phone system."
"910869606",2019-07-18,2019-07-14,2019-07-17,"Business","SIRRAM15004WCCN",,,,,,,,
"910880261",2019-07-18,2019-07-14,2019-07-17,"Business","SIR YUKONXL4X4N",,,,,,,,
"911497580",2019-07-18,2019-07-15,2019-07-17,"Business","SIRMALIBU 1.5 N",1,0,10,4,10,10,10,"Customer desk was very friendly and helpful. The whole process was very easy. The car was clean and ready to go"
"910464380",2019-07-18,2019-07-14,2019-07-17,"Business","SIREQUINOXFWD2N",10,10,10,10,10,10,10,"It is so quick and easy to rent a car from the GOLD lot. Your people are very well trained and customer friendly as well. Your people always know their job and can figure out what to do when there is an issue. The cars available are outstanding as well."
"911100621",2019-07-18,2019-07-15,2019-07-17,"Business","SIREQUINOXFWD1N",9,10,10,9,10,10,10,"It was easy to pick up the car and drop the car off. Very quick."
"910570150",2019-07-18,2019-07-14,2019-07-17,"Leisure","SIR 300 3.6 AWN",10,10,10,10,10,10,10,"Great selection of low mileage cars. The cars were clean, and washed. Having a choice of cars was a great option"
"837019466",2019-07-18,2019-07-10,2019-07-17,"Leisure","SIRSIENNA8P 3.N",10,10,10,7,10,10,10,"I enjoyed the customer service, car selection and the gold membership perks. I was extremely impressed by the ease of the process as well. The only change I would suggest is the $200 hold I think may be a bit much, but other than that good job."
"835793416",2019-07-18,2019-07-08,2019-07-11,"Business","SENTRA 1.8 N",9,9,9,9,8,10,9,"People in front desk with good sense of service. Only problem was some cars didn't have key inside them so it was confusing which one to choose."
"837222212",2019-07-18,2019-07-10,2019-07-14,"Leisure","SIREQUINOXFWD1N",5,10,5,9,8,8,7,"Hertz is typically more expensive"
"911359794",2019-07-18,2019-07-15,2019-07-16,"Business","COROLLA N",8,10,10,8,10,10,10,"Hertz is so convenient and quick and easy. I love just being able to walk to any car I choose and drive away. No hassle ever, and returning with eReceipt is the best."
"833728781",2019-07-18,2019-07-05,2019-07-13,"Both Business and Leisure","SIR PACIFICA N",10,10,10,8,10,10,7,"I love my Gold membership and the people at all Hertz locations have always been extremely helpful. My issue with Hertz is the dropping of the NRA from the partnership offerings. When my company allows a choice, I would pick a competitor, as I am a life member of the NRA. Companies need to stay out of politics and social engineering. Like I said, I always have a great experience with Hertz, you employ great people, and obviously invest significant training in them."
"837804914",2019-07-18,2019-07-11,2019-07-17,"Both Business and Leisure","SIRWRANGL4D4W3N",8,6,8,6,5,9,8,"customer service"
"910805932",2019-07-18,2019-07-14,2019-07-17,"Business","SIR ACCENT N",9,10,7,10,10,10,9,"Would have given 10, but windshield was dirty. Overall VERY Easy pick up and drop off, which is important to m"
"837928910",2019-07-18,2019-07-11,2019-07-14,"Leisure","SIREQUINOXFWD1N",,,,,,,,
"910756932",2019-07-18,2019-07-14,2019-07-17,"Business","SIRESCALADX 7PN",10,10,10,10,10,10,10,"All great!"
"834419633",2019-07-18,2019-07-07,2019-07-14,"Leisure","SIRMALIBU 1.5 N",8,10,10,8,10,10,10,"Friendly customer service."
"911325343",2019-07-18,2019-07-15,2019-07-17,"Business","SIR GR CRVN2W3N",8,7,7,3,9,9,8,"Quick , easy"
"837735581",2019-07-18,2019-07-11,2019-07-14,"Leisure","SIR Q50RWDSUN3N",,,,,,,,
"835580395",2019-07-18,2019-07-08,2019-07-15,"Leisure","SIR SENTRA 1.8N",10,10,10,9,1,10,2,"Hertz rental car clerk at the airport main floor desk lied to me and up-sold me unnecessarily. She explicitly told me that my request for an economy level car would give me only the choice of a 'Smart car. She told me that any car at your economy level would not make it up the hills in the Prescott area. She pushed a Jaguar on me, which I did not want and could not afford. I told her so. Thank God I met the wonderful Liang downstairs where the cars are located and he showed me your large selection of economy level cars to choose from (none were Smart cars.) I ended up with a nice Nissan 4 door sedan which did just fine on all of my driving. So one employee fixed my dilemma that the other one caused."
"819240052",2019-07-18,2019-06-28,2019-07-04,"Leisure","SIRMUST CV 2.3N",10,8,9,9,10,0,1,"My father died and had to extend my rental date. I was charged high amounts that were not in sync with my contact. No one seemed compassionate with helping me. They just wanted to authorize my card for ridiculous amounts and send me back to the pick up location manager. However, when dealing with the manager on site. He told me my concerns were above his pay grade. This whole experience was disappointing! I am a Gold member that use to see value with renting from Hertz. Now, I am thinking of going where I can be respected and care for appropriately!"
"830222330",2019-07-18,2019-06-30,2019-07-17,"Leisure","SIRIMPALA5P2.5N",10,10,10,10,10,10,10,"Easy access to cars Choice of cars"
"836078143",2019-07-18,2019-07-09,2019-07-17,"Leisure","CHALLNGRR/TSN N",9,10,10,9,10,10,10,"Easy pick up, great low mileage car. Fast easy vehicle drop off. I don't see how Hertz can improve!"
"910697550",2019-07-18,2019-07-14,2019-07-17,"Leisure","RAV4 4W 2.5 N",2,0,0,4,10,10,5,"The Toyota Rav 4 we rented had the engine service message on from the outset of our rental and it remained on the entire time. The front tires were worn and the vehicle pulled to the left. We didn't realize it at first because the car was a silver color and didn't show the dirt, but loading and unloading the vehicle soiled our clothing. The car was dirty on the outside and had a layer of dust on the inside. We didn't notice the issues with the vehicle in the dimly lit garage and didn't want to go through the hassle of exchanging it once we left the Hertz Phoenix rental area."
"910109922",2019-07-18,2019-07-13,2019-07-17,"Leisure","CAMRY 2.5 FT N",10,10,10,10,10,10,10,"The entire process is user friendly. At the Phoenix airport, we went straight to the Gold Card area, selected the vehicle (a 2019 Camry), and went through the processing line. The man at the exit was friendly and professional. The return was equally professional."
